text,label
"I really loved this app, it was wonderful.",1
"I really hated the game, I will never use it again.",0
"This is awful the experience, one star.",0
"I was disappointed by the film, one star.",0
"I hated the show, one star.",0
"I disliked this app, it did not meet expectations.",0
I wouldn't recommend the movie a frustrating experience. :(,0
"I did not like the game, a frustrating experience.",0
"I loved the show, five stars.",1
"I am very pleased with the game, I will use it again.",1
"I wouldn't recommend the show, it was the worst.",0
"I disliked the game, it did not meet expectations.",0
"I did not like the film, the design was bad.",0
"I enjoyed the service, the design was perfect.",1
"I loved this book, I felt satisfied.",1
"I hated the experience, a frustrating experience.",0
"I loved the show, it was great.",1
"I did not like the experience, one star.",0
I really hated this book a frustrating experience. :(,0
"I was disappointed by the service, I felt cheated.",0
"This is amazing this book, worth every penny.",1
"I wouldn't recommend this book, it did not meet expectations.",0
"I am very disappointed with the food, I will never use it again.",0
"I did not like the movie, not worth the money.",0
"I really loved the food, the acting was superb.",1
"I really hated the film, I will never use it again.",0
"I liked the experience, it was great.",1
"I absolutely loved the movie, five stars.",1
"I hated the experience, it was the worst.",0
"I really hated the service, a frustrating experience.",0
"I am very disappointed with the service, one star.",0
"I highly recommend the service, I felt satisfied.",1
"I am very disappointed with this book, one star.",0
I really loved the show I will use it again. :),1
"This was terrible the game, not worth the money.",0
"I am very pleased with this app, five stars.",1
"This is amazing the product, the acting was superb.",1
"I highly recommend the service, it was great.",1
"This was fantastic the product, it was wonderful.",1
"I loved the service, it was great.",1
"This was terrible the service, it was the worst.",0
"I really loved the service, five stars.",1
"I absolutely hated the product, not worth the money.",0
"I absolutely loved the experience, the acting was superb.",1
"I was disappointed by the food, it did not meet expectations.",0
"This was terrible this book, the design was bad.",0
"I disliked the game, a frustrating experience.",0
"I am very disappointed with the movie, it was awful.",0
I am very disappointed with the product it was the worst. :(,0
"This is amazing the show, it was great.",1
"I am very disappointed with this app, it did not meet expectations.",0
"I hated this book, a frustrating experience.",0
"I did not like the game, it was the worst.",0
"I loved this book, it exceeded my expectations.",1
I disliked this app not worth the money. :(,0
"I am very pleased with the experience, five stars.",1
I liked the show the design was perfect. :),1
"This was terrible the film, it was the worst.",0
"I absolutely loved the film, it was great.",1
"I enjoyed this book, I felt satisfied.",1
I was disappointed by this app I felt cheated. :(,0
"I really hated the film, it was awful.",0
"I enjoyed the show, it was great.",1
"I was disappointed by this app, not worth the money.",0
"I highly recommend the film, worth every penny.",1
"I really hated the film, it did not meet expectations.",0
I was impressed by the show I will use it again. :),1
"I enjoyed this app, worth every penny.",1
"I enjoyed the food, worth every penny.",1
I am very disappointed with the experience I will never use it again. :(,0
"This was fantastic the product, it was wonderful.",1
"I am very pleased with this app, a delightful experience.",1
"I disliked this book, it was the worst.",0
I absolutely loved the product worth every penny. :),1
"This was fantastic the show, I will use it again.",1
"I loved this book, five stars.",1
"I did not like the film, I will never use it again.",0
"I loved this app, it exceeded my expectations.",1
"This is amazing the movie, it exceeded my expectations.",1
"I did not like the show, I felt cheated.",0
"I hated the product, it was awful.",0
"I did not like the game, the design was bad.",0
"I am very pleased with the show, the design was perfect.",1
"I liked this app, I will use it again.",1
"This is awful this app, I felt cheated.",0
"I am very pleased with the movie, the acting was superb.",1
I disliked the movie a frustrating experience. :(,0
"I wouldn't recommend the product, I felt cheated.",0
"I wouldn't recommend this book, not worth the money.",0
"This is awful the game, the design was bad.",0
"I am very disappointed with the experience, one star.",0
I was disappointed by this app it did not meet expectations. :(,0
"I did not like the game, it was awful.",0
I disliked the service the design was bad. :(,0
"This was fantastic this app, it was wonderful.",1
"I enjoyed this book, five stars.",1
"This was terrible the experience, it was the worst.",0
"I did not like the film, I felt cheated.",0
"I wouldn't recommend the show, I will never use it again.",0
"I am very disappointed with the show, a frustrating experience.",0
"I was impressed by the film, I will use it again.",1
"I absolutely hated the food, not worth the money.",0
"This is amazing this book, I will use it again.",1
"This is amazing the product, the design was perfect.",1
"I loved the food, five stars.",1
"I did not like the product, the acting was poor.",0
"I am very disappointed with the food, not worth the money.",0
"I wouldn't recommend the film, it did not meet expectations.",0
"I am very disappointed with the show, not worth the money.",0
"I am very pleased with the film, five stars.",1
I liked the food the acting was superb. :),1
"I absolutely hated the film, I will never use it again.",0
"I hated this book, it was the worst.",0
This was fantastic the experience the acting was superb. :),1
I am very disappointed with the experience it did not meet expectations. :(,0
"This is amazing this book, it exceeded my expectations.",1
"I hated this book, I felt cheated.",0
"This is awful the experience, it was awful.",0
"I absolutely loved the experience, the acting was superb.",1
"I was disappointed by the experience, the design was bad.",0
"I did not like the experience, I will never use it again.",0
"I loved the service, the design was perfect.",1
"I liked the film, worth every penny.",1
"I loved the film, it was great.",1
"This was fantastic the food, the design was perfect.",1
"This is amazing the experience, it exceeded my expectations.",1
"I did not like this book, a frustrating experience.",0
"This is amazing this app, a delightful experience.",1
"I was disappointed by the experience, I felt cheated.",0
I loved this app a delightful experience. :),1
"I was disappointed by the film, not worth the money.",0
"I am very pleased with the film, it was wonderful.",1
"I liked the show, worth every penny.",1
"I was impressed by the film, a delightful experience.",1
"I hated the film, it was the worst.",0
This is amazing the food it exceeded my expectations. :),1
This is amazing this book worth every penny. :),1
I loved the product worth every penny. :),1
"I really loved the food, I felt satisfied.",1
"This was terrible the experience, the design was bad.",0
"I really loved the movie, the acting was superb.",1
"I absolutely loved the movie, I will use it again.",1
"I disliked the food, one star.",0
"I liked the film, worth every penny.",1
I absolutely hated the film the acting was poor. :(,0
"I really loved the game, it was great.",1
"I enjoyed the film, worth every penny.",1
"I hated the product, I felt cheated.",0
"I am very pleased with the show, it exceeded my expectations.",1
"This is amazing the food, it was wonderful.",1
"I really loved the experience, five stars.",1
"I enjoyed the game, five stars.",1
"I hated the film, a frustrating experience.",0
"This was terrible this app, I felt cheated.",0
"I really hated the service, it did not meet expectations.",0
"I really hated the show, the acting was poor.",0
"This was fantastic the product, a delightful experience.",1
"I disliked the product, I felt cheated.",0
"I absolutely loved the game, a delightful experience.",1
"I disliked this book, the design was bad.",0
"I highly recommend the product, I felt satisfied.",1
"I liked the film, five stars.",1
This was terrible the experience I will never use it again. :(,0
"I absolutely loved the food, it was wonderful.",1
I was disappointed by this app the acting was poor. :(,0
"I absolutely loved the game, a delightful experience.",1
"I liked the experience, the design was perfect.",1
"I am very disappointed with the game, the acting was poor.",0
"I enjoyed the game, I felt satisfied.",1
I am very disappointed with the food it was the worst. :(,0
"I really loved the show, a delightful experience.",1
This is awful this app a frustrating experience. :(,0
"I am very pleased with this book, the design was perfect.",1
"I wouldn't recommend the show, the design was bad.",0
"I really loved the movie, the acting was superb.",1
"I hated the game, it was the worst.",0
I enjoyed this app it was wonderful. :),1
"I was disappointed by this app, it was awful.",0
"I really hated the film, I felt cheated.",0
"I liked the film, it was great.",1
"I really hated the film, I will never use it again.",0
"I loved this book, the acting was superb.",1
"This was terrible the game, the design was bad.",0
"I absolutely loved the food, worth every penny.",1
"I was impressed by the service, worth every penny.",1
"I loved the movie, worth every penny.",1
This was terrible the food it did not meet expectations. :(,0
"I did not like the experience, not worth the money.",0
"I absolutely hated the service, one star.",0
"I liked the experience, five stars.",1
I disliked the food the design was bad. :(,0
"This is awful this app, a frustrating experience.",0
"I am very disappointed with the movie, it did not meet expectations.",0
"I liked the service, the acting was superb.",1
"I absolutely loved this app, the acting was superb.",1
"This was fantastic this book, a delightful experience.",1
"I absolutely hated this app, it was the worst.",0
"This was terrible this app, one star.",0
This was terrible this app the design was bad. :(,0
"I really hated the movie, I felt cheated.",0
"I disliked the show, the acting was poor.",0
"I did not like the film, the acting was poor.",0
"This was fantastic this book, it was wonderful.",1
I disliked this book the acting was poor. :(,0
"I really hated the experience, a frustrating experience.",0
"This is amazing the game, the acting was superb.",1
I liked the service a delightful experience. :),1
"I did not like the food, it was awful.",0
I am very pleased with this app the design was perfect. :),1
"I loved the movie, the acting was superb.",1
I enjoyed the food it exceeded my expectations. :),1
"I loved the game, five stars.",1
"This was fantastic the show, it exceeded my expectations.",1
I hated the film it was awful. :(,0
"I am very pleased with the product, it was wonderful.",1
"This was fantastic the game, it was wonderful.",1
I highly recommend the experience it was great. :),1
"I really hated the service, not worth the money.",0
I liked the product worth every penny. :),1
"I am very disappointed with the experience, I felt cheated.",0
"I disliked the show, I felt cheated.",0
"I am very pleased with the service, I will use it again.",1
"I really hated this app, not worth the money.",0
"I am very disappointed with the product, one star.",0
"I liked the food, it was wonderful.",1
"This is awful the service, I felt cheated.",0
"This was fantastic the service, worth every penny.",1
"I wouldn't recommend this book, one star.",0
"I liked this book, worth every penny.",1
"I liked the food, the design was perfect.",1
"I highly recommend the film, worth every penny.",1
"I highly recommend the movie, a delightful experience.",1
"I really loved the show, the acting was superb.",1
"I am very disappointed with the food, one star.",0
"I absolutely loved the service, five stars.",1
I am very disappointed with the experience it was awful. :(,0
"I was disappointed by the game, it was awful.",0
This was terrible the food it was the worst. :(,0
"I enjoyed this app, it was great.",1
"I was impressed by the product, the acting was superb.",1
"This is awful the product, it was awful.",0
"I really loved the film, five stars.",1
"I am very disappointed with the game, not worth the money.",0
I was impressed by the product I will use it again. :),1
"I highly recommend the show, a delightful experience.",1
This was fantastic the movie it exceeded my expectations. :),1
"I did not like the game, it was awful.",0
"This was fantastic the show, I felt satisfied.",1
I was disappointed by the show a frustrating experience. :(,0
"I wouldn't recommend the show, it was the worst.",0
"This was terrible this app, I felt cheated.",0
"I did not like the service, one star.",0
I disliked this book it was awful. :(,0
"I absolutely hated the food, not worth the money.",0
I really hated the food I will never use it again. :(,0
"I absolutely hated the show, I felt cheated.",0
"I wouldn't recommend the food, it did not meet expectations.",0
"I wouldn't recommend this app, I felt cheated.",0
"I liked this book, it exceeded my expectations.",1
"This is amazing the show, it was wonderful.",1
I am very pleased with the product the design was perfect. :),1
"This was terrible the experience, it was the worst.",0
"I loved the service, I felt satisfied.",1
"I wouldn't recommend the product, the design was bad.",0
I hated the product I felt cheated. :(,0
"I absolutely hated the experience, a frustrating experience.",0
This is amazing the show I will use it again. :),1
"I absolutely hated the movie, I felt cheated.",0
"I disliked the experience, not worth the money.",0
"I am very pleased with the product, five stars.",1
"I loved this book, a delightful experience.",1
"I enjoyed the product, the design was perfect.",1
"This was terrible this app, it did not meet expectations.",0
"I absolutely hated the food, it was awful.",0
"I hated the food, the design was bad.",0
"This was fantastic the movie, the acting was superb.",1
"I hated the product, I will never use it again.",0
"This is amazing the movie, I will use it again.",1
"This is amazing this book, it was wonderful.",1
"I wouldn't recommend the film, I felt cheated.",0
"I really hated this book, it did not meet expectations.",0
"I liked the show, I will use it again.",1
"I enjoyed the food, worth every penny.",1
I loved the food five stars. :),1
"I am very disappointed with the film, it was the worst.",0
"I absolutely loved this app, five stars.",1
"I liked the service, I will use it again.",1
"This is awful the experience, I will never use it again.",0
"I really hated the show, one star.",0
I was impressed by the experience it was wonderful. :),1
"I am very disappointed with the service, it was awful.",0
"I really hated the product, it was awful.",0
"This is amazing the product, it exceeded my expectations.",1
"I did not like this book, the design was bad.",0
"I am very disappointed with this app, one star.",0
This is amazing this app I felt satisfied. :),1
"I enjoyed the product, five stars.",1
"This is amazing the movie, the design was perfect.",1
"I liked the product, it was wonderful.",1
"I wouldn't recommend the game, the acting was poor.",0
I hated this app it was the worst. :(,0
"I absolutely hated the food, I felt cheated.",0
"I really loved the game, it was wonderful.",1
"I was disappointed by the food, the acting was poor.",0
"I liked this app, it was wonderful.",1
"This was fantastic the movie, five stars.",1
"This is awful the product, one star.",0
I wouldn't recommend the service it did not meet expectations. :(,0
"I disliked the show, one star.",0
"I really hated the product, it did not meet expectations.",0
"This is amazing the experience, I felt satisfied.",1
"I really loved the food, a delightful experience.",1
"I am very disappointed with the game, it was awful.",0
"This was terrible the food, it was awful.",0
"I really loved this app, a delightful experience.",1
I really hated the product one star. :(,0
"I disliked the game, it was the worst.",0
"This is amazing the service, the design was perfect.",1
"I was impressed by the show, I will use it again.",1
I was impressed by the show I felt satisfied. :),1
"I am very disappointed with the product, the acting was poor.",0
"I wouldn't recommend the experience, I will never use it again.",0
"I am very pleased with the film, I will use it again.",1
"I hated the show, it did not meet expectations.",0
"I highly recommend the movie, I will use it again.",1
"I absolutely loved the service, five stars.",1
I am very disappointed with the game the acting was poor. :(,0
"I loved this book, a delightful experience.",1
"I really hated the product, a frustrating experience.",0
"I hated the product, not worth the money.",0
"This is awful the game, it was awful.",0
"I wouldn't recommend this book, it was awful.",0
"I loved the movie, I will use it again.",1
"I loved the food, worth every penny.",1
"I really loved the movie, the acting was superb.",1
"This is awful this app, the acting was poor.",0
I loved the experience the design was perfect. :),1
"I was impressed by this app, it was wonderful.",1
"I absolutely hated the film, not worth the money.",0
"I really loved the movie, the design was perfect.",1
I really hated the food the design was bad. :(,0
"I was impressed by this app, a delightful experience.",1
I was disappointed by the film I will never use it again. :(,0
"I disliked the film, a frustrating experience.",0
"I am very pleased with the game, worth every penny.",1
"I am very pleased with the show, the acting was superb.",1
"I really hated the show, the acting was poor.",0
"This was fantastic the movie, it was great.",1
"I am very disappointed with this book, not worth the money.",0
"I hated the film, the acting was poor.",0
"I was disappointed by this book, one star.",0
"I absolutely loved the food, I will use it again.",1
"I loved this book, worth every penny.",1
"I absolutely loved the experience, I will use it again.",1
"I did not like the film, it did not meet expectations.",0
"I loved the experience, it was wonderful.",1
"This was fantastic this book, worth every penny.",1
"This was terrible the game, I felt cheated.",0
"I really hated the product, it did not meet expectations.",0
"I am very disappointed with the film, it was awful.",0
"I disliked the movie, the acting was poor.",0
"This is awful this book, I will never use it again.",0
"I loved the show, I felt satisfied.",1
I really hated the product the design was bad. :(,0
"I was disappointed by the game, it was awful.",0
"I highly recommend this app, it exceeded my expectations.",1
"I disliked the food, it did not meet expectations.",0
"I really loved the movie, it was great.",1
"I did not like the film, not worth the money.",0
"I absolutely hated the movie, it was awful.",0
"This is awful the film, it was awful.",0
"This is amazing the food, the design was perfect.",1
"I liked the service, it was wonderful.",1
"I disliked this app, one star.",0
"I really hated the movie, it was the worst.",0
"I absolutely hated the film, the design was bad.",0
"I enjoyed the service, it was great.",1
"I really loved the film, a delightful experience.",1
"I really loved the experience, the design was perfect.",1
"I absolutely hated this book, I will never use it again.",0
"I am very pleased with the show, it was wonderful.",1
"I highly recommend the service, it was wonderful.",1
I absolutely loved the experience it was wonderful. :),1
"I highly recommend the product, the design was perfect.",1
"I am very disappointed with the movie, it did not meet expectations.",0
"I enjoyed the show, it was great.",1
I was disappointed by the food the acting was poor. :(,0
"I liked this book, five stars.",1
"This is amazing this app, I will use it again.",1
I liked the film I will use it again. :),1
"I am very pleased with the service, worth every penny.",1
"I absolutely loved the experience, the acting was superb.",1
"I highly recommend the show, five stars.",1
"I liked the service, the design was perfect.",1
"I enjoyed the show, it exceeded my expectations.",1
"This is awful this book, I will never use it again.",0
I was disappointed by this app not worth the money. :(,0
"I disliked this app, one star.",0
"This is amazing the show, a delightful experience.",1
I am very pleased with this app it was wonderful. :),1
"I really loved the food, the acting was superb.",1
"I liked the product, it exceeded my expectations.",1
I was disappointed by the movie it was the worst. :(,0
"I really loved the experience, I felt satisfied.",1
"This was terrible the experience, I will never use it again.",0
"I disliked the game, I felt cheated.",0
"I enjoyed the experience, five stars.",1
"I enjoyed the product, the design was perfect.",1
"I absolutely loved the experience, it exceeded my expectations.",1
"I wouldn't recommend the food, I felt cheated.",0
"I am very disappointed with the show, I will never use it again.",0
I loved the service worth every penny. :),1
"I highly recommend the show, it exceeded my expectations.",1
"I really loved the game, it was wonderful.",1
"I really hated the game, it was the worst.",0
"I liked the film, I will use it again.",1
I enjoyed the food it was great. :),1
"I am very disappointed with this app, not worth the money.",0
"I disliked the food, I will never use it again.",0
I am very pleased with this app the design was perfect. :),1
"I wouldn't recommend this app, the acting was poor.",0
"I am very disappointed with the game, I will never use it again.",0
"I really loved the food, five stars.",1
"I really loved the food, a delightful experience.",1
"I absolutely hated the show, it was awful.",0
"I really hated this book, I will never use it again.",0
"I really loved the experience, a delightful experience.",1
"I absolutely loved the product, worth every penny.",1
"This was fantastic the show, the design was perfect.",1
"This is amazing this book, five stars.",1
"I wouldn't recommend the film, it did not meet expectations.",0
"I am very disappointed with this app, a frustrating experience.",0
I was impressed by the movie it was great. :),1
"This is awful this app, it was the worst.",0
"This was fantastic the experience, worth every penny.",1
"I absolutely hated the product, I felt cheated.",0
"I did not like the game, the design was bad.",0
"I really hated the game, a frustrating experience.",0
"I was disappointed by the movie, the design was bad.",0
"I loved the product, it exceeded my expectations.",1
"This is amazing the experience, five stars.",1
I highly recommend this app I felt satisfied. :),1
I disliked this app I felt cheated. :(,0
"I was disappointed by this book, it did not meet expectations.",0
"I was disappointed by the experience, the design was bad.",0
"I wouldn't recommend the food, a frustrating experience.",0
"I highly recommend this app, it exceeded my expectations.",1
"I really loved the movie, I will use it again.",1
"This is awful the game, one star.",0
"I was impressed by the food, it was wonderful.",1
"I liked the service, it exceeded my expectations.",1
"I enjoyed the movie, it exceeded my expectations.",1
"I am very disappointed with this book, one star.",0
"This is amazing this app, it exceeded my expectations.",1
"I highly recommend the food, the design was perfect.",1
"I enjoyed the movie, five stars.",1
"This was fantastic the food, five stars.",1
"I really hated this book, it did not meet expectations.",0
"I absolutely loved this book, a delightful experience.",1
"I loved the service, the acting was superb.",1
I did not like this app it did not meet expectations. :(,0
"This is awful the game, I will never use it again.",0
"I absolutely loved the film, five stars.",1
"I was disappointed by this book, I felt cheated.",0
"This was terrible the experience, one star.",0
"I am very disappointed with the service, the acting was poor.",0
"I hated this book, I will never use it again.",0
"This is amazing this book, five stars.",1
This is awful the experience it did not meet expectations. :(,0
"I really loved this app, it exceeded my expectations.",1
"This is amazing the food, worth every penny.",1
"This is awful the service, a frustrating experience.",0
"This is amazing the product, the design was perfect.",1
"I did not like the food, it did not meet expectations.",0
"I am very pleased with the product, I felt satisfied.",1
"I disliked the experience, one star.",0
"This was fantastic the show, the acting was superb.",1
"I absolutely hated the experience, it was awful.",0
"I am very disappointed with the experience, I felt cheated.",0
"I am very pleased with the game, five stars.",1
"I am very pleased with the service, a delightful experience.",1
"I loved the food, worth every penny.",1
"This is amazing the food, it was wonderful.",1
"This was terrible the service, the acting was poor.",0
"This was terrible the show, it was awful.",0
"I really loved the product, the acting was superb.",1
"I highly recommend this book, the acting was superb.",1
"I did not like the experience, I will never use it again.",0
"This was fantastic this app, the design was perfect.",1
"This is awful the service, the design was bad.",0
"This is amazing the show, it was great.",1
"I am very pleased with the food, five stars.",1
"I am very pleased with this app, it exceeded my expectations.",1
I was impressed by this book five stars. :),1
"I hated the film, one star.",0
"I really hated the experience, it was awful.",0
"I disliked this book, not worth the money.",0
"This was fantastic the experience, the acting was superb.",1
"I am very disappointed with the product, it was awful.",0
"I really loved the service, the acting was superb.",1
"This was fantastic the game, a delightful experience.",1
"I loved the service, the acting was superb.",1
"I am very pleased with the service, five stars.",1
"I disliked the film, one star.",0
"This is amazing the movie, I felt satisfied.",1
"I am very pleased with the game, the acting was superb.",1
"I absolutely loved the movie, five stars.",1
"I absolutely hated this book, the design was bad.",0
"I am very pleased with the product, it exceeded my expectations.",1
"I loved the product, it was great.",1
"I am very disappointed with this app, the design was bad.",0
"This is awful the service, I felt cheated.",0
"I did not like this app, it was the worst.",0
"I liked the movie, worth every penny.",1
"I loved the film, it was wonderful.",1
I disliked the food it was the worst. :(,0
I am very pleased with the film I will use it again. :),1
"I really hated the game, not worth the money.",0
"I was disappointed by the show, a frustrating experience.",0
"This was fantastic the movie, I will use it again.",1
I loved the service five stars. :),1
"I was disappointed by the game, it did not meet expectations.",0
"I highly recommend this book, five stars.",1
"I loved the experience, the acting was superb.",1
"I was disappointed by the film, not worth the money.",0
I was disappointed by the food I will never use it again. :(,0
"I disliked the game, I felt cheated.",0
"I was impressed by the service, a delightful experience.",1
"I wouldn't recommend the product, it was awful.",0
"I really loved the service, the design was perfect.",1
"This was terrible the show, it was awful.",0
"This was terrible this app, it did not meet expectations.",0
"This was fantastic the movie, I felt satisfied.",1
I enjoyed the film it exceeded my expectations. :),1
"I was disappointed by the movie, it did not meet expectations.",0
"I enjoyed the product, I will use it again.",1
"I did not like the movie, the design was bad.",0
"I highly recommend the film, it exceeded my expectations.",1
"This is awful the service, a frustrating experience.",0
"This is amazing the show, five stars.",1
"I disliked the game, the acting was poor.",0
"I hated the food, the acting was poor.",0
"I disliked the service, it was awful.",0
"This is awful the product, the acting was poor.",0
I was impressed by the product five stars. :),1
"I wouldn't recommend the game, the acting was poor.",0
"I loved the product, a delightful experience.",1
"I disliked the food, I will never use it again.",0
"I wouldn't recommend the food, it did not meet expectations.",0
"I did not like the product, not worth the money.",0
"This was terrible this book, one star.",0
I absolutely loved the film worth every penny. :),1
"I absolutely hated the service, it was the worst.",0
"I absolutely loved the food, I will use it again.",1
"I really loved this book, worth every penny.",1
I wouldn't recommend the movie one star. :(,0
"I did not like this app, one star.",0
"I did not like this book, it was awful.",0
"This is amazing the show, a delightful experience.",1
"This is awful the film, it did not meet expectations.",0
This is amazing the film the design was perfect. :),1
"This was terrible the game, it did not meet expectations.",0
"I am very disappointed with the movie, it was awful.",0
I absolutely hated the film I felt cheated. :(,0
This is awful this book the design was bad. :(,0
"I wouldn't recommend the film, not worth the money.",0
"I absolutely loved the film, worth every penny.",1
I highly recommend this book I felt satisfied. :),1
"This was fantastic the experience, it exceeded my expectations.",1
"This was terrible the service, it did not meet expectations.",0
"This was terrible this book, a frustrating experience.",0
I was disappointed by the game not worth the money. :(,0
"This is amazing the film, it was wonderful.",1
"I did not like this app, it was the worst.",0
"I highly recommend the film, the acting was superb.",1
"I disliked the food, the acting was poor.",0
"I loved this book, worth every penny.",1
"I really loved this app, it exceeded my expectations.",1
"I really loved the movie, it was great.",1
"This is awful the film, the acting was poor.",0
"I am very disappointed with the film, the design was bad.",0
"I highly recommend the game, the design was perfect.",1
"I absolutely loved this app, five stars.",1
"I highly recommend the food, five stars.",1
I highly recommend this book I will use it again. :),1
"I am very pleased with the film, the acting was superb.",1
"This was fantastic the product, I will use it again.",1
"I wouldn't recommend the service, I felt cheated.",0
"I highly recommend the film, a delightful experience.",1
"I am very pleased with this app, worth every penny.",1
This is amazing this book worth every penny. :),1
"I was impressed by the show, five stars.",1
"I hated the service, a frustrating experience.",0
"This is amazing the food, a delightful experience.",1
I was impressed by this book worth every penny. :),1
"I was impressed by the movie, worth every penny.",1
"I was impressed by the food, the design was perfect.",1
"I hated the movie, the acting was poor.",0
"I highly recommend the service, I felt satisfied.",1
"This was fantastic the game, worth every penny.",1
"I loved the movie, I will use it again.",1
"I liked the show, worth every penny.",1
I loved the experience it was great. :),1
I really hated the experience a frustrating experience. :(,0
This is amazing the film the acting was superb. :),1
"This is awful the game, I will never use it again.",0
"I am very disappointed with the product, it was awful.",0
"I highly recommend this app, worth every penny.",1
I am very disappointed with the product one star. :(,0
"This was fantastic the movie, I will use it again.",1
"I did not like this app, the design was bad.",0
"I am very disappointed with the game, it did not meet expectations.",0
I really hated the experience it did not meet expectations. :(,0
"I really loved the show, it was wonderful.",1
I was impressed by the film the design was perfect. :),1
"I really loved the experience, I will use it again.",1
"I wouldn't recommend this book, it did not meet expectations.",0
"I did not like the experience, I will never use it again.",0
This is awful this app the design was bad. :(,0
I was disappointed by the film I will never use it again. :(,0
"I liked this book, the design was perfect.",1
"I really loved the food, a delightful experience.",1
"This was fantastic the game, the acting was superb.",1
I absolutely hated the game it did not meet expectations. :(,0
"I loved this app, it exceeded my expectations.",1
"I did not like the product, I felt cheated.",0
"I really hated the service, I felt cheated.",0
"I really loved the game, five stars.",1
"I absolutely hated the product, I will never use it again.",0
"I was impressed by this app, a delightful experience.",1
"I wouldn't recommend the product, it did not meet expectations.",0
"This is amazing this app, a delightful experience.",1
"I enjoyed the film, worth every penny.",1
I hated the show a frustrating experience. :(,0
"This is amazing the movie, the acting was superb.",1
This is awful the show I felt cheated. :(,0
"I disliked the service, it was awful.",0
This is awful the movie the acting was poor. :(,0
"I was impressed by the film, I felt satisfied.",1
"I really loved the experience, five stars.",1
"I did not like the movie, it was the worst.",0
"This was terrible the experience, it was awful.",0
"This is awful the service, it did not meet expectations.",0
"I am very disappointed with the show, it was the worst.",0
"This was terrible the product, the acting was poor.",0
"I was disappointed by the experience, I felt cheated.",0
"I was impressed by the food, worth every penny.",1
"This is amazing this book, worth every penny.",1
"I was disappointed by the product, not worth the money.",0
"I wouldn't recommend the show, it was awful.",0
I enjoyed the game I felt satisfied. :),1
"I was disappointed by the film, I felt cheated.",0
I highly recommend the film a delightful experience. :),1
"This was terrible this app, one star.",0
"I am very disappointed with this book, it was awful.",0
This was terrible the service it did not meet expectations. :(,0
"I really hated the show, not worth the money.",0
This was fantastic this app it exceeded my expectations. :),1
"I highly recommend the film, I felt satisfied.",1
"I am very pleased with the film, it exceeded my expectations.",1
"I wouldn't recommend the movie, not worth the money.",0
"This was fantastic the show, the acting was superb.",1
"I am very pleased with the movie, five stars.",1
"I absolutely loved this book, it was great.",1
I enjoyed the product a delightful experience. :),1
I did not like the experience one star. :(,0
"I am very disappointed with this book, a frustrating experience.",0
"This is amazing the film, it exceeded my expectations.",1
"I wouldn't recommend the food, I will never use it again.",0
"This is awful the show, one star.",0
This is amazing the movie it was great. :),1
"I disliked the movie, the design was bad.",0
"This was fantastic the experience, the design was perfect.",1
"I hated the game, the acting was poor.",0
This was terrible the service one star. :(,0
"I was disappointed by the game, not worth the money.",0
"I did not like the game, I will never use it again.",0
"I absolutely hated the show, the acting was poor.",0
"I hated this app, it did not meet expectations.",0
"This was fantastic the service, it was wonderful.",1
"I really hated the food, I will never use it again.",0
"I absolutely loved the game, I felt satisfied.",1
"I disliked the show, not worth the money.",0
"I hated the service, it was the worst.",0
"I enjoyed this app, the acting was superb.",1
"This is awful the food, I will never use it again.",0
I disliked the product it was the worst. :(,0
"I disliked the game, a frustrating experience.",0
"I wouldn't recommend the service, the acting was poor.",0
"I am very pleased with this book, the acting was superb.",1
"I did not like the product, the acting was poor.",0
"I hated the service, one star.",0
"I am very pleased with the show, it exceeded my expectations.",1
I am very pleased with the food worth every penny. :),1
"I really hated the food, not worth the money.",0
"I am very disappointed with the film, I will never use it again.",0
"I am very disappointed with the food, it did not meet expectations.",0
"I disliked this book, it did not meet expectations.",0
"I hated the show, it was awful.",0
"I hated the show, I will never use it again.",0
"I hated the service, not worth the money.",0
"I disliked the food, the design was bad.",0
"I loved the film, the design was perfect.",1
"I loved the food, I felt satisfied.",1
"I highly recommend the product, it exceeded my expectations.",1
"I was impressed by the product, five stars.",1
"I wouldn't recommend the show, not worth the money.",0
"I absolutely loved the movie, five stars.",1
I liked the service it was wonderful. :),1
"I really loved the film, the acting was superb.",1
"This is amazing the service, worth every penny.",1
"I loved the food, the design was perfect.",1
I liked this book I will use it again. :),1
"This was terrible this app, a frustrating experience.",0
"This is awful the product, the design was bad.",0
"This is awful the film, not worth the money.",0
This was fantastic the service it exceeded my expectations. :),1
"This is awful the experience, I felt cheated.",0
"I really hated the product, it was the worst.",0
"I absolutely loved the service, five stars.",1
"I highly recommend the game, the acting was superb.",1
"I loved the show, a delightful experience.",1
"I hated this app, it did not meet expectations.",0
"I loved the food, the acting was superb.",1
I disliked this app I felt cheated. :(,0
"I enjoyed the film, the design was perfect.",1
"I highly recommend the service, a delightful experience.",1
"I was disappointed by the service, the design was bad.",0
"I really loved this book, it was wonderful.",1
I liked the food worth every penny. :),1
This was terrible the service it was awful. :(,0
"I wouldn't recommend this book, not worth the money.",0
"I absolutely loved the food, the acting was superb.",1
"I really hated this app, I will never use it again.",0
I really loved this app a delightful experience. :),1
"I was impressed by the product, a delightful experience.",1
"This was terrible the service, a frustrating experience.",0
"This is awful this book, it did not meet expectations.",0
"I enjoyed the movie, it was great.",1
